,Age,Attrition,BusinessTravel,DailtWage,Department,DistanceHome,Education,HourlyWage,JobRole,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
967,40,0,Travel Rarely,329,Research & Development,1,4,88,Laboratory Technician,4,2,0,3
968,36,0,Travel Frequently,607,Sales,7,3,83,Sales Executive,15,7,6,13
969,48,0,Travel Rarely,855,Research & Development,4,3,54,Manufacturing Director,10,9,0,8
970,27,0,Travel Rarely,1291,Sales,11,3,98,Sales Representative,1,0,0,0
971,51,0,Travel Rarely,1405,Research & Development,11,2,82,Manufacturing Director,5,2,0,3
972,18,0,Non-Travel,1124,Research & Development,1,3,97,Laboratory Technician,0,0,0,0
973,35,0,Travel Rarely,817,Research & Development,1,3,60,Laboratory Technician,9,7,0,0
974,27,0,Travel Frequently,793,Sales,2,1,43,Sales Executive,6,2,0,0
975,55,1,Travel Rarely,267,Sales,13,4,85,Sales Executive,19,7,3,8
976,56,0,Travel Rarely,1369,Research & Development,23,3,68,Manufacturing Director,19,16,15,9
977,34,0,Non-Travel,999,Research & Development,26,1,92,Research Scientist,5,4,0,0
978,40,0,Travel Rarely,1202,Research & Development,2,1,89,Healthcare Representative,12,11,11,8
979,34,0,Travel Rarely,285,Research & Development,29,3,86,Laboratory Technician,8,7,7,7
980,31,1,Travel Frequently,703,Sales,2,3,90,Sales Representative,1,0,0,0
981,35,1,Travel Frequently,662,Sales,18,4,67,Sales Executive,4,2,3,2
982,38,0,Travel Frequently,693,Research & Development,7,3,57,Research Scientist,4,2,0,3
983,34,0,Travel Rarely,404,Research & Development,2,4,98,Healthcare Representative,14,11,4,11
984,28,0,Travel Rarely,736,Sales,26,3,48,Sales Executive,5,3,0,4
985,31,1,Travel Rarely,330,Research & Development,22,4,98,Manufacturing Director,10,2,6,7
986,39,0,Travel Rarely,1498,Sales,21,4,44,Sales Executive,5,4,1,4
987,51,0,Travel Frequently,541,Sales,2,3,52,Sales Executive,4,2,3,2
988,41,0,Travel Frequently,1200,Research & Development,22,3,75,Research Scientist,6,2,3,3
989,37,0,Travel Rarely,1439,Research & Development,4,1,54,Research Scientist,6,4,1,3
990,33,0,Travel Frequently,1111,Sales,5,1,61,Sales Executive,5,4,1,2
991,32,0,Travel Rarely,499,Sales,2,1,36,Sales Executive,3,2,1,2
992,39,0,Non-Travel,1485,Research & Development,25,2,71,Healthcare Representative,6,4,0,5
993,25,0,Travel Rarely,1372,Sales,18,1,93,Sales Executive,3,2,1,2
994,52,0,Travel Frequently,322,Research & Development,28,2,59,Manufacturing Director,5,3,0,2
995,43,0,Travel Rarely,930,Research & Development,6,3,73,Research Scientist,20,7,1,8
996,27,0,Travel Rarely,205,Sales,10,3,98,Sales Executive,6,2,4,4
997,27,1,Travel Rarely,135,Research & Development,17,4,51,Research Scientist,8,2,7,7
998,26,0,Travel Rarely,683,Research & Development,2,1,36,Research Scientist,4,3,1,1
999,42,0,Travel Rarely,1147,Human Resources,10,3,31,Manager,20,7,0,9
1000,52,0,Travel Rarely,258,Research & Development,8,4,54,Laboratory Technician,5,4,0,4
1001,37,0,Travel Rarely,1462,Research & Development,11,3,94,Laboratory Technician,3,2,0,2
1002,35,0,Travel Frequently,200,Research & Development,18,2,60,Manufacturing Director,2,2,2,2
1003,25,0,Travel Rarely,949,Research & Development,1,3,81,Laboratory Technician,3,2,0,2
1004,26,0,Travel Rarely,652,Research & Development,7,3,100,Laboratory Technician,7,7,0,7
1005,29,0,Travel Rarely,332,Human Resources,17,3,51,Human Resources,10,9,0,9
1006,49,1,Travel Frequently,1475,Research & Development,28,2,97,Laboratory Technician,4,3,1,3
1007,29,1,Travel Frequently,337,Research & Development,14,1,84,Healthcare Representative,8,7,7,7
1008,54,0,Travel Rarely,971,Research & Development,1,3,54,Research Director,20,7,12,7
1009,58,0,Travel Rarely,1055,Research & Development,1,3,76,Research Director,9,8,1,5
1010,55,0,Travel Rarely,1136,Research & Development,1,4,81,Research Director,7,7,0,0
1011,36,0,Travel Rarely,1174,Sales,3,4,99,Sales Executive,5,4,0,1
1012,31,1,Travel Frequently,667,Sales,1,4,50,Sales Representative,1,0,0,0
1013,30,0,Travel Rarely,855,Sales,7,4,73,Sales Executive,3,2,0,2
1014,31,0,Travel Rarely,182,Research & Development,8,5,93,Research Director,3,2,1,0
1015,34,0,Travel Frequently,560,Research & Development,1,4,91,Research Scientist,4,3,1,3
1016,31,1,Travel Rarely,202,Research & Development,8,3,34,Research Scientist,1,0,0,0
1017,27,0,Travel Rarely,1377,Research & Development,11,1,91,Laboratory Technician,5,0,1,4
1018,36,0,Travel Rarely,172,Research & Development,4,4,37,Laboratory Technician,10,4,1,8
1019,36,0,Travel Rarely,329,Sales,16,4,98,Sales Executive,3,2,0,2
1020,47,0,Travel Rarely,465,Research & Development,1,3,74,Research Scientist,6,5,1,2
1021,25,1,Travel Rarely,383,Sales,9,2,68,Sales Representative,3,2,2,2
1022,37,0,Non-Travel,1413,Research & Development,5,2,84,Laboratory Technician,6,5,1,3
1023,56,0,Travel Rarely,1255,Research & Development,1,2,90,Research Scientist,3,2,1,0
1024,47,0,Travel Rarely,359,Research & Development,2,4,82,Research Director,20,17,5,6
1025,24,0,Travel Rarely,1476,Sales,4,1,42,Sales Executive,5,4,0,3
1026,32,0,Travel Rarely,601,Sales,7,5,97,Sales Executive,4,3,0,3
1027,34,0,Travel Rarely,401,Research & Development,1,3,86,Laboratory Technician,5,4,0,2
1028,41,0,Travel Rarely,1283,Research & Development,5,5,90,Research Scientist,4,2,0,3
1029,40,0,Non-Travel,663,Research & Development,9,4,81,Laboratory Technician,8,7,0,7
1030,31,0,Travel Rarely,326,Sales,8,2,31,Sales Executive,13,7,9,9
1031,46,1,Travel Rarely,377,Sales,9,3,52,Sales Executive,7,7,4,3
1032,39,1,Non-Travel,592,Research & Development,2,3,54,Laboratory Technician,1,0,0,0
1033,31,1,Travel Frequently,1445,Research & Development,1,5,100,Manufacturing Director,10,8,4,7
1034,45,0,Travel Rarely,1038,Research & Development,20,3,95,Healthcare Representative,7,7,0,7
1035,31,0,Travel Rarely,1398,Human Resources,8,2,96,Human Resources,3,2,0,2
1036,31,1,Travel Frequently,523,Research & Development,2,3,94,Laboratory Technician,2,2,2,2
1037,45,0,Travel Rarely,1448,Research & Development,29,3,55,Manufacturing Director,3,1,1,2
1038,48,0,Travel Rarely,1221,Sales,7,3,96,Sales Executive,2,2,2,2
1039,34,1,Travel Rarely,1107,Human Resources,9,4,52,Human Resources,2,2,2,2
1040,40,0,Non-Travel,218,Research & Development,8,1,55,Research Director,9,8,4,8
1041,28,0,Travel Rarely,866,Sales,5,3,84,Sales Executive,5,4,1,3
1042,44,0,Non-Travel,981,Research & Development,5,3,90,Laboratory Technician,5,2,0,3
1043,53,0,Travel Rarely,447,Research & Development,2,3,39,Research Director,9,8,8,8
1044,49,0,Travel Rarely,1495,Research & Development,5,4,96,Healthcare Representative,3,2,1,2
1045,40,0,Travel Rarely,896,Research & Development,2,3,68,Research Scientist,3,1,1,2
1046,44,0,Travel Rarely,1467,Research & Development,20,3,49,Research Scientist,5,2,1,3
1047,33,0,Travel Frequently,430,Sales,7,3,54,Sales Executive,4,3,0,3
1048,34,0,Travel Rarely,1326,Sales,3,3,81,Sales Executive,13,9,3,12
1049,30,0,Travel Rarely,1358,Sales,16,1,96,Sales Executive,2,1,2,2
1050,42,0,Travel Frequently,748,Research & Development,9,2,74,Laboratory Technician,12,9,5,8
1051,44,0,Travel Frequently,383,Sales,1,5,79,Sales Executive,1,0,0,0
1052,30,0,Non-Travel,990,Research & Development,7,3,64,Research Scientist,1,0,0,0
1053,57,0,Travel Rarely,405,Research & Development,1,2,93,Research Scientist,12,9,2,8
1054,49,0,Travel Rarely,1490,Research & Development,7,4,35,Healthcare Representative,8,7,0,7
1055,34,0,Travel Frequently,829,Research & Development,15,3,71,Research Director,14,8,6,9
1056,28,1,Travel Frequently,1496,Sales,1,3,92,Sales Representative,3,2,1,2
1057,29,1,Travel Frequently,115,Sales,13,3,51,Sales Executive,5,3,0,0
1058,34,1,Travel Rarely,790,Sales,24,4,40,Sales Executive,15,9,10,10
1059,35,0,Travel Rarely,660,Sales,7,1,76,Sales Representative,1,0,0,0
1060,24,1,Travel Frequently,381,Research & Development,9,3,89,Laboratory Technician,0,0,0,0
1061,24,0,Non-Travel,830,Sales,13,2,78,Sales Representative,1,0,0,0
1062,44,0,Travel Frequently,1193,Research & Development,2,1,86,Manufacturing Director,2,2,2,2
1063,29,0,Travel Rarely,1246,Sales,19,3,77,Sales Executive,10,7,0,4
1064,30,0,Travel Rarely,330,Human Resources,1,3,46,Human Resources,5,3,1,3
1065,55,0,Travel Rarely,1229,Research & Development,4,4,30,Healthcare Representative,3,2,1,2
1066,33,0,Travel Rarely,1099,Research & Development,4,4,82,Laboratory Technician,5,4,0,2
1067,47,0,Travel Rarely,571,Sales,14,3,78,Sales Executive,5,4,1,2
1068,28,1,Travel Frequently,289,Research & Development,2,2,38,Laboratory Technician,0,0,0,0
1069,28,0,Travel Rarely,1423,Research & Development,1,3,72,Research Scientist,1,0,0,0
1070,28,0,Travel Frequently,467,Sales,7,3,55,Sales Executive,4,2,1,3
1071,49,0,Travel Rarely,271,Research & Development,3,2,43,Laboratory Technician,3,2,1,2
1072,29,0,Travel Frequently,410,Research & Development,2,1,97,Laboratory Technician,3,2,0,2
1073,28,0,Travel Rarely,1083,Research & Development,29,1,96,Manufacturing Director,8,6,1,7
1074,33,0,Travel Rarely,516,Research & Development,8,5,69,Healthcare Representative,0,0,0,0
1075,32,0,Travel Rarely,495,Research & Development,10,3,64,Manager,5,2,0,0
1076,54,0,Travel Frequently,1050,Research & Development,11,4,87,Manager,14,9,1,12
1077,29,1,Travel Rarely,224,Research & Development,1,4,100,Research Scientist,9,7,0,7
1078,44,0,Travel Rarely,136,Research & Development,28,3,32,Research Director,20,6,14,17
1079,39,0,Travel Rarely,1089,Research & Development,6,3,32,Manufacturing Director,2,0,2,2
1080,46,0,Travel Rarely,228,Sales,3,3,51,Manager,13,12,5,1
1081,35,0,Travel Rarely,1029,Research & Development,16,3,91,Healthcare Representative,11,8,3,3
1082,23,0,Travel Rarely,507,Research & Development,20,1,97,Laboratory Technician,4,3,1,2
1083,40,1,Travel Rarely,676,Research & Development,9,4,86,Laboratory Technician,5,4,1,0
1084,34,0,Travel Rarely,971,Sales,1,3,64,Sales Executive,10,9,8,6
1085,31,1,Travel Frequently,561,Research & Development,3,3,33,Research Scientist,7,2,7,7
1086,50,0,Travel Frequently,333,Research & Development,22,5,88,Research Director,32,6,13,9
1087,34,0,Travel Rarely,1440,Sales,7,2,55,Sales Representative,11,10,5,7
1088,42,0,Travel Rarely,1210,Research & Development,2,3,68,Laboratory Technician,1,0,0,0
1089,37,0,Travel Rarely,674,Research & Development,13,3,47,Research Scientist,10,8,3,7
1090,29,0,Travel Rarely,441,Research & Development,8,1,39,Healthcare Representative,7,7,0,7
1091,33,0,Travel Rarely,575,Research & Development,25,3,44,Manufacturing Director,5,3,0,2
1092,45,0,Travel Rarely,950,Research & Development,28,3,97,Research Scientist,5,4,0,3
1093,42,0,Travel Frequently,288,Research & Development,2,3,40,Healthcare Representative,20,8,13,9
1094,40,0,Travel Rarely,1342,Sales,9,2,47,Sales Executive,8,4,7,1
1095,33,0,Travel Rarely,589,Research & Development,28,4,79,Laboratory Technician,15,14,5,7
1096,40,0,Travel Rarely,898,Human Resources,6,2,38,Manager,21,7,7,7
1097,24,0,Travel Rarely,350,Research & Development,21,2,57,Laboratory Technician,1,1,0,0
1098,40,0,Non-Travel,1142,Research & Development,8,2,72,Healthcare Representative,2,2,2,2
1099,45,0,Travel Rarely,538,Research & Development,1,4,66,Healthcare Representative,10,8,7,7
1100,35,0,Travel Rarely,1402,Sales,28,4,98,Sales Representative,5,3,4,2
1101,32,0,Travel Rarely,824,Research & Development,5,2,67,Research Scientist,7,1,2,5
1102,36,0,Travel Rarely,1157,Sales,2,4,70,Sales Representative,3,2,1,2
1103,48,0,Travel Rarely,492,Sales,16,4,96,Sales Executive,8,7,7,7
1104,29,0,Travel Rarely,598,Research & Development,9,3,91,Research Scientist,1,0,0,0
1105,33,0,Travel Rarely,1242,Sales,8,4,46,Sales Executive,2,2,2,2
1106,30,1,Travel Rarely,740,Sales,1,3,64,Sales Executive,10,8,6,7
1107,38,0,Travel Frequently,888,Human Resources,10,4,71,Human Resources,6,3,1,2
1108,35,0,Travel Rarely,992,Research & Development,1,3,68,Laboratory Technician,3,0,1,2
1109,30,0,Travel Rarely,1288,Sales,29,4,33,Sales Executive,4,2,1,3
1110,35,1,Travel Rarely,104,Research & Development,2,3,69,Laboratory Technician,1,0,0,0
1111,53,1,Travel Rarely,607,Research & Development,2,5,78,Manufacturing Director,33,7,1,9
1112,38,1,Travel Rarely,903,Research & Development,2,3,81,Manufacturing Director,5,2,1,4
1113,32,0,Non-Travel,1200,Research & Development,1,4,62,Research Scientist,6,5,1,2
1114,48,0,Travel Rarely,1108,Research & Development,15,4,65,Research Scientist,8,2,7,6
1115,34,0,Travel Rarely,479,Research & Development,7,4,35,Research Scientist,1,0,0,0
1116,55,0,Travel Rarely,685,Sales,26,5,60,Manager,36,6,2,13
1117,34,0,Travel Rarely,1351,Research & Development,1,4,45,Research Scientist,2,2,2,1
1118,26,0,Travel Rarely,474,Research & Development,3,3,89,Research Scientist,1,0,0,0
1119,38,0,Travel Rarely,1245,Sales,14,3,80,Sales Executive,9,8,7,7
1120,38,0,Travel Rarely,437,Sales,16,3,90,Sales Executive,3,2,1,2
1121,36,0,Travel Rarely,884,Sales,1,4,73,Sales Executive,1,0,0,0
1122,29,0,Travel Rarely,1370,Research & Development,3,1,87,Laboratory Technician,10,9,1,5
1123,35,0,Travel Rarely,670,Research & Development,10,4,51,Healthcare Representative,5,2,0,4
1124,39,0,Travel Rarely,1462,Sales,6,3,38,Sales Executive,7,6,7,6
1125,29,0,Travel Frequently,995,Research & Development,2,1,87,Healthcare Representative,6,4,1,3
1126,50,0,Travel Rarely,264,Sales,9,3,59,Manager,1,0,0,0
1127,23,0,Travel Rarely,977,Research & Development,10,3,45,Research Scientist,2,2,2,2
1128,36,0,Travel Frequently,1302,Research & Development,6,4,80,Laboratory Technician,3,2,0,2
1129,42,0,Travel Rarely,1059,Research & Development,9,2,93,Manager,1,0,0,1
1130,35,0,Travel Rarely,750,Research & Development,28,3,46,Laboratory Technician,10,9,6,8
1131,34,0,Travel Frequently,653,Research & Development,10,4,92,Healthcare Representative,8,2,7,7
1132,40,0,Travel Rarely,118,Sales,14,2,84,Sales Executive,5,4,1,2
1133,43,0,Travel Rarely,990,Research & Development,27,3,87,Laboratory Technician,6,4,0,2
1134,35,0,Travel Rarely,1349,Research & Development,7,2,63,Laboratory Technician,1,0,0,1
1135,46,0,Travel Rarely,563,Sales,1,4,56,Manager,26,0,0,12
1136,28,1,Travel Rarely,329,Research & Development,24,3,51,Laboratory Technician,1,1,0,0
1137,22,0,Non-Travel,457,Research & Development,26,2,85,Research Scientist,4,2,1,3
1138,50,0,Travel Frequently,1234,Research & Development,20,5,41,Healthcare Representative,30,8,12,13
1139,32,0,Travel Rarely,634,Research & Development,5,4,35,Research Scientist,3,2,0,2
1140,44,0,Travel Rarely,1313,Research & Development,7,3,31,Research Director,22,7,1,10
1141,30,0,Travel Rarely,241,Research & Development,7,3,48,Research Scientist,6,4,1,1
1142,45,0,Travel Rarely,1015,Research & Development,5,5,50,Laboratory Technician,10,7,1,4
1143,45,0,Non-Travel,336,Sales,26,3,52,Sales Executive,10,7,4,5
1144,31,0,Travel Frequently,715,Sales,2,4,54,Sales Executive,5,2,0,3
1145,36,0,Travel Rarely,559,Research & Development,12,4,76,Manufacturing Director,3,2,1,1
1146,34,0,Travel Frequently,426,Research & Development,10,4,42,Manufacturing Director,9,7,7,2
1147,49,0,Travel Rarely,722,Research & Development,25,4,84,Laboratory Technician,9,6,1,4
1148,39,0,Travel Rarely,1387,Research & Development,10,5,76,Manufacturing Director,7,7,7,7
1149,27,0,Travel Rarely,1302,Research & Development,19,3,67,Laboratory Technician,7,7,0,7
1150,35,0,Travel Rarely,819,Research & Development,18,5,48,Research Scientist,16,15,1,10
1151,28,0,Travel Rarely,580,Research & Development,27,3,39,Manufacturing Director,5,3,0,0
1152,21,0,Travel Rarely,546,Research & Development,5,1,97,Research Scientist,2,2,2,2
1153,18,1,Travel Frequently,544,Sales,3,2,70,Sales Representative,0,0,0,0
1154,47,0,Travel Rarely,1176,Human Resources,26,4,98,Manager,5,2,1,0
1155,39,0,Travel Rarely,170,Research & Development,3,2,76,Laboratory Technician,10,8,0,7
1156,40,0,Travel Rarely,884,Research & Development,15,3,80,Manufacturing Director,18,15,14,12
1157,35,0,Non-Travel,208,Research & Development,8,4,52,Healthcare Representative,14,11,2,9
1158,37,0,Travel Rarely,671,Research & Development,19,3,85,Manufacturing Director,4,3,0,2
1159,39,0,Travel Frequently,711,Research & Development,4,3,81,Manufacturing Director,9,2,3,8
1160,45,0,Travel Rarely,1329,Research & Development,2,2,59,Manufacturing Director,10,7,3,9
1161,38,0,Travel Rarely,397,Research & Development,2,2,54,Manufacturing Director,5,4,0,2
1162,35,1,Travel Rarely,737,Sales,10,3,55,Sales Executive,13,12,6,0
1163,37,0,Travel Rarely,1470,Research & Development,10,3,71,Research Scientist,8,4,7,7
1164,40,0,Travel Rarely,448,Research & Development,16,3,84,Manufacturing Director,4,2,3,3
1165,44,0,Travel Frequently,602,Human Resources,1,5,37,Human Resources,10,7,0,2
1166,48,0,Travel Frequently,365,Research & Development,4,5,89,Manager,2,2,2,2
1167,35,1,Travel Rarely,763,Sales,15,2,59,Sales Executive,2,2,2,2
1168,24,0,Travel Frequently,567,Research & Development,2,1,32,Research Scientist,6,3,1,3
1169,27,0,Travel Rarely,486,Research & Development,8,3,86,Research Scientist,3,2,0,2
1170,27,0,Travel Frequently,591,Research & Development,2,3,87,Research Scientist,4,2,1,2
1171,40,1,Travel Rarely,1329,Research & Development,7,3,73,Laboratory Technician,4,2,0,3
1172,29,0,Travel Rarely,469,Sales,10,3,42,Sales Executive,5,2,1,4
1173,36,0,Travel Rarely,711,Research & Development,5,4,42,Healthcare Representative,3,2,0,2
1174,25,0,Travel Frequently,772,Research & Development,2,1,77,Manufacturing Director,7,7,0,7
1175,39,0,Travel Rarely,492,Research & Development,12,3,66,Manufacturing Director,5,4,1,0
1176,49,0,Travel Rarely,301,Research & Development,22,4,72,Research Director,4,2,1,2
1177,50,0,Travel Rarely,813,Research & Development,17,5,50,Research Director,14,11,1,11
1178,20,0,Travel Rarely,1141,Sales,2,3,31,Sales Representative,2,2,2,2
1179,34,0,Travel Rarely,1130,Research & Development,3,3,66,Research Scientist,11,8,7,9
1180,36,0,Travel Rarely,311,Research & Development,7,3,77,Laboratory Technician,4,3,1,3
1181,49,0,Travel Rarely,465,Research & Development,6,1,41,Healthcare Representative,15,11,2,12
1182,36,0,Non-Travel,894,Research & Development,1,4,33,Manufacturing Director,3,2,1,2
1183,36,0,Travel Rarely,1040,Research & Development,3,2,79,Healthcare Representative,5,4,0,4
1184,54,0,Travel Rarely,584,Research & Development,22,5,91,Manager,10,8,4,7
1185,43,0,Travel Rarely,1291,Research & Development,15,2,65,Research Director,14,10,6,11
1186,35,1,Travel Frequently,880,Sales,12,4,36,Sales Executive,11,9,6,7
1187,38,0,Travel Frequently,1189,Research & Development,1,3,90,Research Scientist,13,11,2,9
1188,29,0,Travel Rarely,991,Sales,5,3,43,Sales Executive,10,0,0,9
1189,33,0,Travel Rarely,392,Sales,2,4,93,Sales Executive,6,2,0,4
1190,32,0,Travel Rarely,977,Research & Development,2,3,45,Research Scientist,9,5,1,6
1191,31,0,Travel Rarely,1112,Sales,5,4,67,Sales Executive,10,0,0,2
1192,49,0,Travel Rarely,464,Research & Development,16,3,74,Laboratory Technician,2,2,2,2
1193,38,0,Travel Frequently,148,Research & Development,2,3,42,Laboratory Technician,4,3,3,3
1194,47,0,Travel Rarely,1225,Sales,2,4,47,Manager,3,2,1,2
1195,49,0,Travel Rarely,809,Research & Development,1,3,36,Manager,8,7,0,0
1196,41,0,Travel Rarely,1206,Sales,23,2,80,Sales Executive,2,0,0,2
1197,20,0,Travel Rarely,727,Sales,9,1,54,Sales Representative,2,2,0,2
1198,33,0,Non-Travel,530,Sales,16,3,36,Sales Executive,6,5,1,2
1199,36,0,Travel Rarely,1351,Research & Development,26,4,80,Healthcare Representative,3,2,0,2
1200,44,0,Travel Rarely,528,Human Resources,1,3,44,Human Resources,2,2,2,2
1201,23,1,Travel Rarely,1320,Research & Development,8,1,93,Laboratory Technician,5,4,1,2
1202,38,0,Travel Rarely,1495,Research & Development,4,2,87,Laboratory Technician,0,0,0,0
1203,53,0,Travel Rarely,1395,Research & Development,24,4,48,Healthcare Representative,4,3,1,2
1204,48,1,Travel Frequently,708,Sales,7,2,95,Sales Representative,9,7,7,7
1205,32,1,Travel Rarely,1259,Research & Development,2,4,95,Laboratory Technician,1,0,0,0
1206,26,0,Non-Travel,786,Research & Development,7,3,76,Laboratory Technician,7,7,5,7
1207,55,0,Travel Rarely,1441,Research & Development,22,3,94,Research Scientist,4,2,1,2
1208,34,0,Travel Rarely,1157,Research & Development,5,2,57,Laboratory Technician,15,10,4,13
1209,60,0,Travel Rarely,370,Research & Development,1,4,92,Healthcare Representative,1,0,0,0
1210,33,0,Travel Rarely,267,Research & Development,21,3,79,Laboratory Technician,14,11,2,13
1211,37,0,Travel Frequently,1278,Sales,1,4,31,Sales Executive,6,3,1,3
1212,34,0,Travel Rarely,678,Research & Development,19,3,35,Research Scientist,10,9,8,7
1213,23,1,Travel Rarely,427,Sales,7,3,99,Sales Representative,3,2,0,2
1214,44,0,Travel Rarely,921,Research & Development,2,3,96,Healthcare Representative,8,7,6,7
1215,35,0,Travel Frequently,146,Research & Development,2,4,79,Research Scientist,5,4,1,4
1216,43,0,Travel Rarely,1179,Sales,2,3,73,Sales Executive,10,9,8,8
1217,24,0,Travel Rarely,581,Research & Development,9,3,62,Research Scientist,5,3,0,4
1218,41,0,Travel Rarely,918,Sales,6,3,35,Sales Executive,10,8,8,7
1219,29,0,Travel Rarely,1082,Research & Development,9,4,43,Laboratory Technician,5,3,1,2
1220,36,0,Travel Rarely,530,Sales,2,4,51,Sales Representative,13,7,6,7
1221,45,0,Non-Travel,1238,Research & Development,1,1,74,Healthcare Representative,23,15,14,4
1222,24,1,Travel Rarely,240,Human Resources,22,1,58,Human Resources,1,0,0,0
1223,47,1,Travel Frequently,1093,Sales,9,3,82,Sales Executive,23,5,14,10
1224,26,0,Travel Rarely,390,Research & Development,17,4,62,Laboratory Technician,3,2,0,2
1225,45,0,Travel Rarely,1005,Research & Development,28,2,48,Research Director,21,6,8,6
1226,32,0,Travel Frequently,585,Research & Development,10,3,56,Research Scientist,5,2,1,3
1227,31,0,Travel Rarely,741,Research & Development,2,4,69,Laboratory Technician,5,2,0,3
1228,41,0,Non-Travel,552,Human Resources,4,3,60,Human Resources,3,2,1,2
1229,40,0,Travel Rarely,369,Research & Development,8,2,92,Manufacturing Director,1,0,0,0
1230,24,0,Travel Rarely,506,Research & Development,29,1,91,Laboratory Technician,6,2,1,2
1231,46,0,Travel Rarely,717,Research & Development,13,4,34,Healthcare Representative,10,7,0,9
1232,35,0,Travel Rarely,1370,Research & Development,27,4,49,Manufacturing Director,7,7,0,7
1233,30,0,Travel Rarely,793,Research & Development,16,1,33,Research Scientist,10,0,0,8
1234,47,0,Non-Travel,543,Sales,2,4,87,Sales Executive,1,0,0,0
1235,46,0,Travel Rarely,1277,Sales,2,3,74,Sales Executive,10,6,0,3
1236,36,1,Travel Rarely,1456,Sales,13,5,96,Sales Executive,2,2,2,2
1237,32,1,Travel Rarely,964,Sales,1,2,34,Sales Executive,0,0,0,0
1238,23,0,Travel Rarely,160,Research & Development,4,1,51,Laboratory Technician,3,2,1,2
1239,31,0,Travel Frequently,163,Research & Development,24,1,30,Manufacturing Director,5,4,1,4
1240,39,0,Non-Travel,792,Research & Development,1,3,77,Laboratory Technician,9,8,5,8
1241,32,0,Travel Rarely,371,Sales,19,3,80,Sales Executive,4,3,0,2
1242,40,0,Travel Rarely,611,Sales,7,4,88,Manager,21,8,12,8
1243,45,0,Travel Rarely,176,Human Resources,4,3,56,Human Resources,5,0,0,3
1244,30,0,Travel Frequently,1312,Research & Development,2,4,78,Research Scientist,9,7,0,7
1245,24,0,Travel Frequently,897,Human Resources,10,3,59,Human Resources,2,2,2,1
1246,30,1,Travel Frequently,600,Human Resources,8,3,66,Human Resources,4,2,1,2
1247,31,0,Travel Rarely,1003,Sales,5,3,51,Sales Executive,5,2,0,2
1248,27,0,Travel Rarely,1054,Research & Development,8,3,67,Research Scientist,6,2,1,4
1249,29,1,Travel Rarely,428,Sales,9,3,52,Sales Representative,2,2,2,2
1250,29,0,Travel Frequently,461,Research & Development,1,3,70,Healthcare Representative,3,2,0,2
1251,30,0,Travel Rarely,979,Sales,15,2,94,Sales Executive,7,7,1,7
1252,34,0,Travel Rarely,181,Research & Development,2,4,97,Research Scientist,5,0,1,2
1253,33,0,Non-Travel,1283,Sales,2,3,62,Sales Executive,11,7,1,7
1254,49,0,Travel Rarely,1313,Sales,11,4,80,Sales Executive,5,1,0,4
1255,33,1,Travel Rarely,211,Sales,16,3,74,Sales Executive,0,0,0,0
1256,38,0,Travel Frequently,594,Research & Development,2,2,75,Laboratory Technician,6,1,0,5
1257,31,1,Travel Rarely,1079,Sales,16,4,70,Sales Executive,1,0,0,0
1258,29,0,Travel Rarely,590,Research & Development,4,3,91,Research Scientist,1,0,0,0
1259,30,0,Travel Rarely,305,Research & Development,16,3,58,Healthcare Representative,7,0,1,7
1260,32,0,Non-Travel,953,Research & Development,5,4,65,Research Scientist,7,7,0,7
1261,38,0,Travel Rarely,833,Research & Development,18,3,60,Healthcare Representative,1,0,1,0
1262,43,1,Travel Frequently,807,Research & Development,17,3,38,Research Scientist,1,0,0,0
1263,42,0,Travel Rarely,855,Research & Development,12,3,57,Laboratory Technician,5,3,0,4
1264,55,0,Travel Rarely,478,Research & Development,2,3,60,Research Director,1,0,0,0
1265,33,0,Non-Travel,775,Research & Development,4,3,90,Research Scientist,9,8,1,7
1266,41,0,Travel Rarely,548,Research & Development,9,4,94,Laboratory Technician,5,3,0,4
1267,34,0,Non-Travel,1375,Sales,10,3,87,Sales Executive,15,14,0,7
1268,53,0,Non-Travel,661,Research & Development,1,4,60,Manufacturing Director,3,2,0,2
1269,43,0,Travel Rarely,244,Human Resources,2,3,97,Human Resources,9,7,1,8
1270,34,0,Travel Rarely,511,Sales,3,2,32,Sales Executive,2,2,2,2
1271,21,1,Travel Rarely,337,Sales,7,1,31,Sales Representative,1,0,1,0
1272,38,0,Travel Rarely,1153,Research & Development,6,2,40,Laboratory Technician,5,4,0,4
1273,22,1,Travel Rarely,1294,Research & Development,8,1,79,Laboratory Technician,1,0,0,0
1274,31,0,Travel Rarely,196,Sales,29,4,91,Sales Executive,12,7,5,7
1275,51,0,Travel Rarely,942,Research & Development,3,3,53,Manager,2,2,2,2
1276,37,0,Travel Rarely,589,Sales,9,2,46,Sales Executive,5,2,0,3
1277,46,0,Travel Rarely,734,Research & Development,2,4,46,Research Director,2,1,2,2
1278,36,0,Travel Rarely,1383,Research & Development,10,3,90,Healthcare Representative,12,8,5,7
1279,44,1,Travel Frequently,429,Research & Development,1,2,99,Research Scientist,5,3,2,3
1280,37,0,Travel Rarely,1239,Human Resources,8,2,89,Human Resources,10,0,4,7
1281,35,1,Travel Rarely,303,Sales,27,3,84,Sales Executive,10,7,7,7
